PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV,COLLECTED
4/26/2021,405,STEMPELLINELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,CG,"CB,CN",2,FALSE
4/26/2021,406,HYDRYPHANTES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYDRYPHANTIDAE,,,HYDRYPHANTES,PR,SW,8,FALSE
4/26/2021,407,OPTIOSERVUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,OPTIOSERVUS,SC,,4,FALSE
4/26/2021,408,TIPHYS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,PIONIDAE,,,TIPHYS,,,,FALSE
4/26/2021,409,TRICHOPTERA,,ARTHROPODA,INSECTA,TRICHOPTERA,,,,,CG,SP,4,FALSE
4/26/2021,410,GLYPHOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,GLYPHOPSYCHE,,,,FALSE
4/26/2021,411,HALIPLIDAE,,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,,,,PI,CN,7,FALSE
4/26/2021,412,STAGNICOLA,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,LYMNAEINAE,,STAGNICOLA,"CG,SC",CB,7,FALSE
4/26/2021,413,ARCYNOPTERYX,,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,,,ARCYNOPTERYX,,,,FALSE
4/26/2021,414,PSYCHOGLYPHA,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILINAE,CHILOSTIGMINI,PSYCHOGLYPHA,SH,SP,1,FALSE
4/26/2021,415,DIXELLA,,ARTHROPODA,INSECTA,DIPTERA,DIXIDAE,,,DIXELLA,,,,FALSE
4/26/2021,416,GLOSSIPHONIA,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,GLOSSIPHONIA,PR,SP,10,FALSE
4/26/2021,417,RADOTANYPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,RADOTANYPUS,,,,FALSE
4/26/2021,418,DIPLOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,DIPLOCLADIUS,CG,SP,5.2,FALSE
4/26/2021,419,POTTHASTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,POTTHASTIA,CG,SP,4.1,FALSE
4/26/2021,420,SANFILIPPODYTES,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,SANFILIPPODYTES,,,,FALSE
4/26/2021,421,RHANTUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COLYMBETINAE,,RHANTUS,,,,FALSE
4/26/2021,422,HESPEROPHYLAX,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,HESPEROPHYLAX,SH,"SP,CB",5,FALSE
4/26/2021,423,HETERLIMNIUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,HETERLIMNIUS,CG,CN,4,FALSE
4/26/2021,424,BRANCHIOBDELLIDA,,ANNELIDA,CLITELLATA,BRANCHIOBDELLIDA,,,,,CG,,7.5,FALSE
4/26/2021,425,BOYERIA,,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,,BOYERIA,PR,CN,5.7,FALSE
4/26/2021,426,LACCOPHILUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,LACCOPHILINAE,LACCOPHILINI,LACCOPHILUS,PR,SW,10,FALSE
4/26/2021,427,ELLIPTIO,,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,AMBLEMINAE,,ELLIPTIO,CF,BU,5.9,FALSE
4/26/2021,428,ALBOGLOSSIPHONIA,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,ALBOGLOSSIPHONIA,PR,SP,8,FALSE
4/26/2021,429,CELITHEMIS,,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,,CELITHEMIS,PR,CB,,FALSE
4/26/2021,430,MANAYUNKIA,,ANNELIDA,POLYCHAETA,CANALIPALPATA,SABELLIDAE,,,MANAYUNKIA,,,,FALSE
4/26/2021,431,PHYLOCENTROPUS,,ARTHROPODA,INSECTA,TRICHOPTERA,DIPSEUDOPSIDAE,,,PHYLOCENTROPUS,"CF,CG",CN,5,FALSE
4/26/2021,432,RIPISTES,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,RIPISTES,CG,,,FALSE
4/26/2021,433,ZALUTSCHIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,ZALUTSCHIA,SH,,2,FALSE
4/26/2021,434,DROMOGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,DROMOGOMPHUS,PR,BU,5.3,FALSE
4/26/2021,435,MOLANNA,,ARTHROPODA,INSECTA,TRICHOPTERA,MOLANNIDAE,,,MOLANNA,SC,SP,3.9,FALSE
4/26/2021,436,STENACRON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,STENACRON,CG,CN,4.4,FALSE
4/26/2021,437,LEPTOCERUS,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,LEPTOCERUS,SH,SW,4,FALSE
4/26/2021,438,PACHYDIPLAX,,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX,PR,SP,7.9,FALSE
4/26/2021,439,PROMENETUS,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,PROMENETUS,"CG,SC",CB,8.5,FALSE
4/26/2021,440,HYPORHYGMA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,HYPORHYGMA,,BU,,FALSE
4/26/2021,441,DIDYMOPS,,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,,DIDYMOPS,"PR,SH",SP,4,FALSE
4/26/2021,442,EURYLOPHELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,EURYLOPHELLA,"CG,PR,SC",CN,2.5,FALSE
4/26/2021,443,LEPTOPHLEBIA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,LEPTOPHLEBIA,CG,SW,4,FALSE
4/26/2021,444,CRANGONYCTIDAE,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,,,,,,FALSE
4/26/2021,445,NATARSIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,NATARSIINI,NATARSIA,PR,SP,9,FALSE
4/26/2021,446,NEUROCORDULIA,,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,,NEUROCORDULIA,,,,FALSE
4/26/2021,447,CAMPELOMA,,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,CAMPELOMA,SC,CB,5.9,FALSE
4/26/2021,448,NYCTIOPHYLAX,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,POLYCENTROPODINAE,,NYCTIOPHYLAX,PR,CN,3.8,FALSE
4/26/2021,449,CORYDALIDAE,,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,,,PR,CN,1.5,FALSE
4/26/2021,450,HYDRACHNA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYDRACHNIDAE,,,HYDRACHNA,PR,SW,8,FALSE
4/26/2021,451,PLACOBDELLA,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,,PLACOBDELLA,PR,SP,7.6,FALSE
4/26/2021,452,SISYRA,,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,,,SISYRA,"CF,CG,PI",CB,6.5,FALSE
4/26/2021,453,HELIUS,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,HELIUS,CG,"BU,SP",4,FALSE
4/26/2021,454,LADONA,,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,,LADONA,PR,SP,9,FALSE
4/26/2021,455,GOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,GOMPHUS,PR,BU,1.8,FALSE
4/26/2021,456,FORCIPOMYIINAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,FORCIPOMYIINAE,,,"PR, CG",SP,,FALSE
4/26/2021,457,LEUCORRHINIA,,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,,LEUCORRHINIA,PR,"CB, SP",,FALSE
4/26/2021,458,PARAMETRIOCNEMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,PARAMETRIOCNEMUS,CG,SP,3.9,FALSE
4/26/2021,459,PARAPHAENOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,PARAPHAENOCLADIUS,CG,SP,5,FALSE
4/26/2021,460,PERICOMA/TELMATOSCOPUS,,ARTHROPODA,INSECTA,DIPTERA,PSYCHODIDAE,,,PERICOMA/TELMATOSCOPUS,,,,FALSE
4/26/2021,461,SCIOMYZIDAE,,ARTHROPODA,INSECTA,DIPTERA,SCIOMYZIDAE,,,,PR,BU,6,FALSE
4/26/2021,462,SUPHIS,,ARTHROPODA,INSECTA,COLEOPTERA,NOTERIDAE,NOTERINAE,,SUPHIS,,CB,,FALSE
4/26/2021,463,DECAPODA,,ARTHROPODA,MALACOSTRACA,DECAPODA,,,,,,,,FALSE
4/26/2021,464,HYDROVATUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,HYDROVATUS,PR,SW,4,FALSE
4/26/2021,465,NAUCORIDAE,,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,,,,PR,CB,5,FALSE
4/26/2021,466,VIVIPARUS,,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,VIVIPARUS,SC,CB,1,FALSE
4/26/2021,467,POMACEA,,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,AMPULLARIIDAE,,,POMACEA,SC,CB,,FALSE
4/26/2021,468,TORRENTICOLA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,,,TORRENTICOLA,PR,CB,8,FALSE
4/26/2021,469,ASHEUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ASHEUM,,,,FALSE
4/26/2021,470,BEARDIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,BEARDIUS,,BU,,FALSE
4/26/2021,471,DINEUTUS,,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,,,DINEUTUS,PR,SW,5,FALSE
4/26/2021,472,LIMNESIIDAE,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,,,,PR,CB,8,FALSE
4/26/2021,473,PHAENONOTUM,,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,,,PHAENONOTUM,,,,FALSE
4/26/2021,474,AMERICAMYSIS,,ARTHROPODA,MALACOSTRACA,MYSIDACEA,MYSIDAE,,,AMERICAMYSIS,,,,FALSE
4/26/2021,475,RHITHROPANOPEUS,,ARTHROPODA,MALACOSTRACA,DECAPODA,PANOPEIDAE,,,RHITHROPANOPEUS,,,,FALSE
4/26/2021,476,OXYELOPHILA,,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,,,OXYELOPHILA,,,,FALSE
4/26/2021,477,DJALMABATISTA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,DJALMABATISTA,PR,SP,6.7,FALSE
4/26/2021,478,ANODOCHEILUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,ANODOCHEILUS,PR,,,FALSE
4/26/2021,479,BIDESSONOTUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,BIDESSONOTUS,,"SW,CB",,FALSE
4/26/2021,481,COPTOTOMUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMINAE,COPTOTIMINI,COPTOTOMUS,PR,SW,9,FALSE
4/26/2021,482,DESMOPACHRIA,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,DESMOPACHRIA,PR,SW,4,FALSE
4/26/2021,483,GYRINUS,,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,,,GYRINUS,PR,,5,FALSE
4/26/2021,484,CYRNELLUS,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,CYRNELLUS,"CF,PR",CN,5.5,FALSE
4/26/2021,485,RHEOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,RHEOTANYTARSUS,CF,CN,6,FALSE
4/26/2021,486,PELOCORIS,,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,NAUCORINAE,,PELOCORIS,PR,CB,,FALSE
4/26/2021,487,DEROTANYPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,DEROTANYPUS,,,,FALSE
4/26/2021,488,ERIOPTERA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,LIMONIINAE,ERIOPTERINI,ERIOPTERA,CG,"BU,SP",5.5,FALSE
4/26/2021,489,DEMICRYPTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DEMICRYPTOCHIRONOMUS,CG,BU,6,FALSE
4/26/2021,490,SISYRIDAE,,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,,,,PR,"CB,CN,BU",,FALSE
4/26/2021,491,SPIROSPERMA,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,SPIROSPERMA,CG,CN,8.8,FALSE
4/26/2021,492,BALANUS,,ARTHROPODA,MAXILLOPODA,SESSILIA,BALANIDAE,,,BALANUS,CF,,,FALSE
4/26/2021,493,CAPITELLA,,ANNELIDA,POLYCHAETA,,CAPITELLIDAE,,,CAPITELLA,,,,FALSE
4/26/2021,494,CASSIDINIDEA,,ARTHROPODA,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,,,CASSIDINIDEA,,SP,,FALSE
4/26/2021,495,EUNICIDAE,,ANNELIDA,POLYCHAETA,ACICULATA,EUNICIDAE,,,,,,,FALSE
4/26/2021,496,FICOPOMATUS,,ANNELIDA,POLYCHAETA,CANALIPALPATA,SERPULIDAE,,,FICOPOMATUS,,,,FALSE
4/26/2021,497,GEMMA,,MOLLUSCA,BIVALVIA,VENEROIDA,VENERIDAE,,,GEMMA,,,,FALSE
4/26/2021,498,HYDROIDES,,ANNELIDA,POLYCHAETA,CANALIPALPATA,SERPULIDAE,,,HYDROIDES,,,,FALSE
4/26/2021,499,LEPTOCHELIA,,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE,,,LEPTOCHELIA,,,,FALSE
4/26/2021,500,MONOCOROPHIUM,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE,,,MONOCOROPHIUM,,,,FALSE
4/26/2021,501,NEANTHES,,ANNELIDA,POLYCHAETA,ACICULATA,NEREIDIDAE,,,NEANTHES,,,,FALSE
4/26/2021,502,ODOSTOMIA,,MOLLUSCA,GASTROPODA,HETEROSTROPHA,PYRAMIDELLIDAE,,,ODOSTOMIA,,,,FALSE
4/26/2021,503,POLYDORA,,ANNELIDA,POLYCHAETA,CANALIPALPATA,SPIONIDAE,,,POLYDORA,,,,FALSE
4/26/2021,504,PROBOPYRUS,,ARTHROPODA,MALACOSTRACA,ISOPODA,BOPYRIDAE,,,PROBOPYRUS,,,,FALSE
4/26/2021,505,SPIOCHAETOPTERUS,,ANNELIDA,POLYCHAETA,CANALIPALPATA,CHAETOPTERIDAE,,,SPIOCHAETOPTERUS,,,,FALSE
4/26/2021,506,STENOTHOIDAE,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,STENOTHOIDAE,,,,,,,FALSE
4/26/2021,507,STREBLOSPIO,,ANNELIDA,POLYCHAETA,CANALIPALPATA,SPIONIDAE,,,STREBLOSPIO,,,,FALSE
4/26/2021,508,CENTROLIMNESIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,,,CENTROLIMNESIA,PR,,,FALSE
4/26/2021,509,CYBISTER,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCINAE,CYBISTRINI,CYBISTER,PR,"SW,DV",,FALSE
4/26/2021,510,PARALAUTERBORNIELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARALAUTERBORNIELLA,CG,BU,5.6,FALSE
4/26/2021,511,POTAMOTHRIX,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,POTAMOTHRIX,CG,,,FALSE
4/26/2021,512,CAENIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,,,,CG,,7,FALSE
4/26/2021,513,ARMIGER,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,ARMIGER,SC,CB,,FALSE
4/26/2021,514,PLEIDAE,,ARTHROPODA,INSECTA,HEMIPTERA,PLEIDAE,,,,PR,SW,,FALSE
4/26/2021,515,CIPANGOPALUDINA,,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,CIPANGOPALUDINA,SC,,,FALSE
4/26/2021,516,DYTISCUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCINAE,,DYTISCUS,PR,"SW,DV",5,FALSE
4/26/2021,517,LESTES,,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,,,LESTES,PR,CB,9,FALSE
4/26/2021,518,MOLOPHILUS,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,MOLOPHILUS,SH,BU,4,FALSE
4/26/2021,519,PSEUDOSMITTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,PSEUDOSMITTIA,CG,SP,4,FALSE
4/26/2021,520,HYDROCHOREUTES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,PIONIDAE,,,HYDROCHOREUTES,,,,FALSE
4/26/2021,521,CONSTEMPELLINA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CONSTEMPELLINA,CG,CB,7.5,FALSE
4/26/2021,522,EPHEMERELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,EPHEMERELLA,,,,FALSE
4/26/2021,523,RHYACODRILUS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,RHYACODRILUS,CG,,10,FALSE
4/26/2021,524,CYMBIODYTA,,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,,,CYMBIODYTA,,,,FALSE
4/26/2021,525,TASSERKIDRILUS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,TASSERKIDRILUS,,,,FALSE
4/26/2021,526,PSECTROTANYPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,PSECTROTANYPUS,PR,SP,8,FALSE
4/26/2021,527,SIMULIUM,,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIINAE,SIMULIINI,SIMULIUM,CF,CN,5.7,FALSE
4/26/2021,528,PAGASTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,PAGASTIA,CG,,1.5,FALSE
4/26/2021,529,RHEOCRICOTOPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,RHEOCRICOTOPUS,CG,SP,5.3,FALSE
4/26/2021,530,EYLAIS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,EYLAIDAE,,,EYLAIS,PR,SW,8,FALSE
4/26/2021,531,ILYBIUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COLYMBETINAE,,ILYBIUS,,,,FALSE
4/26/2021,532,AGABUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,PR,SW,6.5,FALSE
4/26/2021,533,MUSCIDAE,,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,,,,PR,SP,5.9,FALSE
4/26/2021,534,PHRYGANEA,,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,PHRYGANEINAE,,PHRYGANEA,,CB,,FALSE
4/26/2021,535,OMISUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,OMISUS,,,,FALSE
4/26/2021,536,CINYGMA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,CINYGMA,,,,FALSE
4/26/2021,537,DESMONA,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,DESMONA,SH,,1,FALSE
4/26/2021,538,AMELETUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,,,AMELETUS,"CG,SC,SH",SW,1,FALSE
4/26/2021,539,EUKIEFFERIELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,EUKIEFFERIELLA,CG,SP,6.3,FALSE
4/26/2021,540,HYDROPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,"CF,PR",CN,3,FALSE
4/26/2021,541,HYDROPSYCHIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,,CF,CN,3.4,FALSE
4/26/2021,542,SWELTSA,,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,,SWELTSA,,,,FALSE
4/26/2021,543,PACIFASTACUS,,ARTHROPODA,MALACOSTRACA,DECAPODA,ASTACIDAE,,,PACIFASTACUS,,SP,6.2,FALSE
4/26/2021,544,EPHEMERELLIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,,CG,CN,1.4,FALSE
4/26/2021,545,PERLODIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,,,,PR,"CN,SP",2,FALSE
4/26/2021,546,AGRYPNIA,,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,PHRYGANEINAE,,AGRYPNIA,SH,CB,,FALSE
4/26/2021,547,DREISSENA,,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,,,DREISSENA,CF,,,FALSE
4/26/2021,548,CLOEON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,CLOEON,SH,"SW,CN",,FALSE
4/26/2021,549,WAYNOKIOPS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,WAYNOKIOPS,,,,FALSE
4/26/2021,550,GEAYIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,KRENDOWSKIIDAE,,,GEAYIA,,,,FALSE
4/26/2021,551,UNIONICOLIDAE,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,UNIONICOLIDAE,,,,PR,CB,8,FALSE
4/26/2021,552,GONIOBASIS,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,GONIOBASIS,SC,,,FALSE
4/26/2021,553,CLIMACIA,,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,,,CLIMACIA,PR,CB,8.4,FALSE
4/26/2021,554,SPECARIA,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,SPECARIA,CG,BU,6.1,FALSE
4/26/2021,555,EPHYDRA,,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,,,EPHYDRA,,,,FALSE
4/26/2021,557,AGARODES,,ARTHROPODA,INSECTA,TRICHOPTERA,SERICOSTOMATIDAE,,,AGARODES,SH,SP,1.5,FALSE
4/26/2021,558,MIDEA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEIDAE,,,MIDEA,PR,,,FALSE
4/26/2021,559,WETTINA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,WETTINIDAE,,,WETTINA,PR,CB,8,FALSE
4/26/2021,560,CHRYSOMELIDAE,,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,,,,,,,FALSE
4/26/2021,561,EPHEMERIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,,,,CG,BU,4.7,FALSE
