PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV,COLLECTED
4/26/2021,562,AXARUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,AXARUS,CG,SP,2,FALSE
4/26/2021,563,PYCNOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILINAE,STENOPHYLACINI,PYCNOPSYCHE,SH,SP,2.5,FALSE
4/26/2021,564,STELECHOMYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STELECHOMYIA,CG,BU,4.6,FALSE
4/26/2021,565,FITTKAUIMYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,FITTKAUIMYIA,,"SP,BU",,FALSE
4/26/2021,566,BELOSTOMA,,ARTHROPODA,INSECTA,HEMIPTERA,BELOSTOMATIDAE,BELOSTOMATINAE,,BELOSTOMA,PR,CB,10,FALSE
4/26/2021,567,ARIGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,ARIGOMPHUS,"CF,CG,PR",BU,1,FALSE
4/26/2021,568,NEMATODA,,NEMATODA,,,,,,,,,,FALSE
4/26/2021,569,APOCOROPHIUM,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE,,,APOCOROPHIUM,,,,FALSE
4/26/2021,570,HOBSONIA,,ANNELIDA,POLYCHAETA,CANALIPALPATA,AMPHARETIDAE,,,HOBSONIA,,,,FALSE
4/26/2021,571,COROPHIIDAE,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE,,,,,,,FALSE
4/26/2021,572,ARGULUS,,ARTHROPODA,MAXILLOPODA,ARGULOIDA,ARGULIDAE,,,ARGULUS,PA,,,FALSE
4/26/2021,573,HAGENIUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,HAGENIUS,PR,SP,3.1,FALSE
4/26/2021,574,ISOPODA,,ARTHROPODA,MALACOSTRACA,ISOPODA,,,,,,,,FALSE
4/26/2021,575,NEMOTAULIUS,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,NEMOTAULIUS,,,,FALSE
4/26/2021,576,DIPSEUDOPSIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,DIPSEUDOPSIDAE,,,,,,,FALSE
4/26/2021,577,HETEROTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,HETEROTANYTARSUS,,,,FALSE
4/26/2021,579,EOPARARGYRACTIS,,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,,,EOPARARGYRACTIS,SH,CB,5,FALSE
4/26/2021,580,BANKSIOLA,,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,,,BANKSIOLA,,,,FALSE
4/26/2021,581,HIRUDINIDAE,,ANNELIDA,CLITELLATA,ARHYNCHOBDELLIDA,HIRUDINIDAE,,,,,,,FALSE
4/26/2021,582,MACROBDELLA,,ANNELIDA,CLITELLATA,ARHYNCHOBDELLIDA,HIRUDINIDAE,MACROBDELLINAE,,MACROBDELLA,,,,FALSE
4/26/2021,583,DENTATELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,DENTATELLA,,,,FALSE
4/26/2021,584,HAEMOPIS,,ANNELIDA,CLITELLATA,ARHYNCHOBDELLIDA,HAEMOPIDAE,,,HAEMOPIS,,,,FALSE
4/26/2021,585,ACAMPTOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ACAMPTOCLADIUS,CG,"BU,SP",,FALSE
4/26/2021,586,HELICOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE,PR,CN,2.8,FALSE
4/26/2021,587,PSEPHENUS,,ARTHROPODA,INSECTA,COLEOPTERA,PSEPHENIDAE,PSEPHENINAE,,PSEPHENUS,SC,CN,4.1,FALSE
4/26/2021,588,XYLOTOPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,XYLOTOPUS,SH,BU,4,FALSE
4/26/2021,589,PYGANODON,,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,,,PYGANODON,,,,FALSE
4/26/2021,590,EPHEMERA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA,CG,BU,3.1,FALSE
4/26/2021,591,EMPIDIDAE,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,,PR,SP,6.1,FALSE
4/26/2021,592,SETODES,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,SETODES,,,,FALSE
4/26/2021,593,MACCAFFERTIUM,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,,,,FALSE
4/26/2021,594,NEOSTEMPELLINA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,NEOSTEMPELLINA,,,,FALSE
4/26/2021,595,CHAULIODES,,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODINAE,,CHAULIODES,,,,FALSE
4/26/2021,596,PARACLOEODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES,"SC,SH",SW,5,FALSE
4/26/2021,597,UNNIELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,UNNIELLA,CG,BU,4,FALSE
4/26/2021,598,ACERPENNA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,ACERPENNA,SH,"SW,CN",4,FALSE
4/26/2021,599,CHEUMATOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,,CHEUMATOPSYCHE,CF,CN,5.5,FALSE
4/26/2021,600,PENTANEURA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA,PR,SP,5.6,FALSE
4/26/2021,601,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4,FALSE
4/26/2021,602,PLANORBULA,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBULA,SC,CB,,FALSE
4/26/2021,603,ACTINOBDELLA,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,ACTINOBDELLA,,,,FALSE
4/26/2021,604,STRATIOMYS,,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,,,STRATIOMYS,CG,SP,,FALSE
4/26/2021,605,ACRICOTOPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ACRICOTOPUS,,SP,,FALSE
4/26/2021,606,ECDYONURUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,ECDYONURUS,SC,CN,,FALSE
4/26/2021,607,OCHTHEBIUS,,ARTHROPODA,INSECTA,COLEOPTERA,HYDRAENIDAE,,,OCHTHEBIUS,,,,FALSE
4/26/2021,608,SIPHLONURIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,,,,,,,FALSE
4/26/2021,609,LACCOBIUS,,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILINAE,LACCOBIINI,LACCOBIUS,PI,CN,7,FALSE
4/26/2021,610,ARTEMIA,,ARTHROPODA,BRANCHIOPODA,ANOSTRACA,ARTEMIIDAE,,,ARTEMIA,,,,FALSE
4/26/2021,611,CHAETOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,CHAETOCLADIUS,CG,SP,2.2,FALSE
4/26/2021,612,STYLODRILUS,,ANNELIDA,CLITELLATA,LUMBRICULIDA,LUMBRICULIDAE,,,STYLODRILUS,,,,FALSE
4/26/2021,613,GYMNOMETRIOCNEMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,GYMNOMETRIOCNEMUS,CG,SP,7,FALSE
4/26/2021,614,FORCIPOMYIA,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,FORCIPOMYIINAE,,FORCIPOMYIA,SC,BU,4.4,FALSE
4/26/2021,615,GAMMARIDAE,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,,,,,,FALSE
4/26/2021,616,CHAOBORIDAE,,ARTHROPODA,INSECTA,DIPTERA,CHAOBORIDAE,,,,PR,SP,7.3,FALSE
4/26/2021,617,PSYCHODIDAE,,ARTHROPODA,INSECTA,DIPTERA,PSYCHODIDAE,,,,CG,BU,,FALSE
4/26/2021,618,LEUCROCUTA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,LEUCROCUTA,SC,CN,2.6,FALSE
4/26/2021,619,NIGRONIA,,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODINAE,,NIGRONIA,PR,CN,2.8,FALSE
4/26/2021,620,CALOPTERYX,,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,,CALOPTERYX,PR,CB,6,FALSE
4/26/2021,621,MATUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,MATINAE,MATINI,MATUS,PR,"SW,DV",,FALSE
4/26/2021,622,VIVIPARIDAE,,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,,,,,FALSE
4/26/2021,623,GRAPHODERUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,GRAPHODERUS,PR,SW,,FALSE
4/26/2021,624,CYPHOMELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CYPHOMELLA,,,,FALSE
4/26/2021,625,METRIOCNEMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,METRIOCNEMUS,CG,SP,7,FALSE
4/26/2021,626,BAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,BAETIS,CG,BU,3,FALSE
4/26/2021,627,PARACLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,PARACLADIUS,CG,SP,,FALSE
4/26/2021,628,NEOPERLA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,NEOPERLA,PR,CN,2,FALSE
4/26/2021,629,PERLINELLA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,PERLINELLA,PR,,,FALSE
4/26/2021,630,LEUCTRA,,ARTHROPODA,INSECTA,PLECOPTERA,LEUCTRIDAE,,,LEUCTRA,,,,FALSE
4/26/2021,631,STILOBEZZIA,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONINAE,,STILOBEZZIA,"PR,CG","SP,BU,PK",6,FALSE
4/26/2021,632,STYGOBROMUS,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,,STYGOBROMUS,,,,FALSE
4/26/2021,633,THERMONECTUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCINAE,,THERMONECTUS,PR,"SW,CB",,FALSE
4/26/2021,634,APSECTROTANYPUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,APSECTROTANYPUS,PR,BU,1.3,FALSE
4/26/2021,635,LACCORNIS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,,LACCORNIS,,"SW,CB",,FALSE
4/26/2021,636,LESTIDAE,,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,,,,PR,CB,9,FALSE
4/26/2021,637,AMPHICOSMOECUS,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,AMPHICOSMOECUS,SH,SP,4,FALSE
4/26/2021,638,HALESOCHILA,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,HALESOCHILA,,,,FALSE
4/26/2021,639,PEDICIA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,PEDICIA,PR,BU,6,FALSE
4/26/2021,640,ORMOSIA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,ORMOSIA,CG,BU,6.5,FALSE
4/26/2021,641,EPOICOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,EPOICOCLADIUS,,,,FALSE
4/26/2021,643,RAMELLOGAMMARUS,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,ANISOGAMMARIDAE,,,RAMELLOGAMMARUS,,,,FALSE
4/26/2021,644,SUBLETTEA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,SUBLETTEA,CF,,6,FALSE
4/26/2021,645,CORDULIA,,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,CORDULIINAE,,CORDULIA,PR,"CB, SP",,FALSE
4/26/2021,646,SYRPHIDAE,,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,,,,,,,FALSE
4/26/2021,647,CALINEURIA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,CALINEURIA,PR,CN,3,FALSE
4/26/2021,648,MALENKA,,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,,,MALENKA,SH,SP,,FALSE
4/26/2021,649,JUGA,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,JUGA,,,,FALSE
4/26/2021,650,PTILOSTOMIS,,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,PHRYGANEINAE,,PTILOSTOMIS,SH,CN,4,FALSE
4/26/2021,651,BRILLIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,BRILLIA,SH,BU,4.6,FALSE
4/26/2021,652,CHLOROPERLIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,,,PR,CN,1.1,FALSE
4/26/2021,653,GRAMMOTAULIUS,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,GRAMMOTAULIUS,,,,FALSE
4/26/2021,654,SPERCHON,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONTIDAE,,,SPERCHON,PR,CB,8,FALSE
4/26/2021,655,ANODONTA,,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,UNIONINAE,,ANODONTA,CF,BU,8,FALSE
4/26/2021,656,TYRRELLIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,,,TYRRELLIA,PR,,8,FALSE
4/26/2021,657,HEBETANCYLUS,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,,,HEBETANCYLUS,SC,,,FALSE
4/26/2021,658,STEPHENSONIANA,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,STEPHENSONIANA,,,,FALSE
4/26/2021,659,NO_MACROINVERTEBRATES_IN_SAMPLE,,,,,,,,,,,,FALSE
4/26/2021,660,BRANCHIODRILUS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,BRANCHIODRILUS,,,,FALSE
4/26/2021,661,TUBIFEX,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,TUBIFEX,CG,,,FALSE
4/26/2021,662,SYNENDOTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,SYNENDOTENDIPES,,,,FALSE
4/26/2021,663,PARANAIS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,PARANAIS,CG,,,FALSE
4/26/2021,664,BILYJOMYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,BILYJOMYIA,,,,FALSE
4/26/2021,665,CALOPARYPHUS/EUPARYPHUS,,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,,,CALOPARYPHUS/EUPARYPHUS,,,,FALSE
4/26/2021,666,CHIMARRA,,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,CF,CN,3,FALSE
4/26/2021,667,APATANIA,,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,,,APATANIA,SC,,1,FALSE
4/26/2021,668,LOPESCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,LOPESCLADIUS,CG,BU,8,FALSE
4/26/2021,669,PROMORESIA,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,PROMORESIA,SC,CN,2.4,FALSE
4/26/2021,670,SMITTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,SMITTIA,CG,BU,2,FALSE
4/26/2021,671,PILARIA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,PILARIA,PR,,7,FALSE
4/26/2021,672,CHELIFERA/METACHELA,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,CHELIFERA/METACHELA,,,,FALSE
4/26/2021,673,TIPULA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,TIPULA,SH,,4,FALSE
4/26/2021,674,DICOSMOECUS,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,DICOSMOECUS,SH,,1,FALSE
4/26/2021,675,POTAMOPYRGUS,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,,POTAMOPYRGUS,,,,FALSE
4/26/2021,676,PIONOPSIS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,PIONIDAE,,,PIONOPSIS,,,,FALSE
4/26/2021,677,BRYCHIUS,,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,,,BRYCHIUS,PR,CN,7,FALSE
4/26/2021,678,PHALACROCERA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,PHALACROCERA,,,,FALSE
4/26/2021,679,LIMNOPHILA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,LIMNOPHILA,PR,BU,4,FALSE
4/26/2021,680,ZAPADA,,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,,,ZAPADA,,,,FALSE
4/26/2021,682,MICROCYLLOEPUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,MICROCYLLOEPUS,CG,CN,3.1,FALSE
4/26/2021,683,PROGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,PROGOMPHUS,PR,BU,1,FALSE
4/26/2021,684,ACELLA,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,,ACELLA,,,,FALSE
4/26/2021,685,ASELLIDAE,,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,,,,CG,SP,8,FALSE
4/26/2021,686,SAETHERIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,SAETHERIA,CG,BU,4.9,FALSE
4/26/2021,687,NEOCHOROTERPES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,NEOCHOROTERPES,,,,FALSE
4/26/2021,688,OPHIOGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS,PR,BU,1,FALSE
4/26/2021,689,CAPNIIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,CAPNIINAE,,,SH,SP,1.2,FALSE
4/26/2021,690,PISCICOLA,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,PISCICOLIDAE,,,PISCICOLA,,,,FALSE
4/26/2021,691,DIAMESA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,DIAMESA,CG,SP,2,FALSE
4/26/2021,692,CORYNOCERA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CORYNOCERA,,,,FALSE
4/26/2021,4877,ACENTRELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,ACENTRELLA,CG,SW,4,FALSE
4/26/2021,4878,ACRONEURIA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIINAE,ACRONEURIINI,ACRONEURIA,PR,CN,1.8,FALSE
4/26/2021,4879,AEDES,,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,,,AEDES,"CF,CG",SW,8,FALSE
4/26/2021,4880,AEOLOSOMA,,ANNELIDA,POLYCHAETA,AEOLOSOMATIDA,AEOLOSOMATIDAE,,,AEOLOSOMA,,,,FALSE
4/26/2021,4881,ALITTA,,ANNELIDA,POLYCHAETA,ACICULATA,NEREIDIDAE,,,ALITTA,,,,FALSE
4/26/2021,4882,ALLUAUDOMYIA,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONINAE,CERATOPOGONINI,ALLUAUDOMYIA,PR,,,FALSE
4/26/2021,4883,AMNICOLA,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,AMNICOLINAE,,AMNICOLA,,,,FALSE
4/26/2021,4884,ANOPHELES,,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,,,ANOPHELES,CF,SW,8,FALSE
4/26/2021,4885,ANTOCHA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,LIMONIINAE,,ANTOCHA,CG,CN,4,FALSE
4/26/2021,4886,APHYLLA,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,APHYLLA,"CG,PR",BU,1,FALSE
4/26/2021,4887,APOBAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,APOBAETIS,SH,SW,4,FALSE
4/26/2021,4888,ATURUS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ATURIDAE,,,ATURUS,PR,CB,8,FALSE
4/26/2021,4889,BAETISCA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETISCIDAE,,,BAETISCA,CG,SW,2.6,FALSE
4/26/2021,4890,BITHYNIA,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,BITHYNIIDAE,,,BITHYNIA,,,,FALSE
4/26/2021,4891,BIVALVIA,,MOLLUSCA,BIVALVIA,,,,,,CF,BU,,FALSE
4/26/2021,4892,BOREOHEPTAGYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,BOREOHEPTAGYIINI,BOREOHEPTAGYIA,CG,CN,,FALSE
4/26/2021,4893,BRACHYCENTRUS,,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,,,BRACHYCENTRUS,CF,CN,1.8,FALSE
4/26/2021,4894,BUENOA,Y,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,,,BUENOA,PR,SW,,FALSE
4/26/2021,4895,CALLICORIXA,Y,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORIXINAE,CORIXINI,CALLICORIXA,,,,FALSE
4/26/2021,4896,CAMELOBAETIDIUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,CAMELOBAETIDIUS,SH,SW,4,FALSE
4/26/2021,4897,CENOCORIXA,Y,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORIXINAE,CORIXINI,CENOCORIXA,,SW,,FALSE
4/26/2021,4898,CHOROTERPES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,CHOROTERPES,"CG,PR",CN,2,FALSE
4/26/2021,4899,CHROMAGRION,,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,,CHROMAGRION,"CF,CG,PR",CB,2,FALSE
4/26/2021,4900,COPELATUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATINAE,COPELATINI,COPELATUS,PR,SW,5,FALSE
4/26/2021,4901,CRYPTOLABIS,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,CRYPTOLABIS,SH,BU,3,FALSE
4/26/2021,4902,CULEX,,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,,,CULEX,CF,SW,6,FALSE
4/26/2021,4903,CYMATIA,Y,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,CYMATIA,,,,FALSE
4/26/2021,4904,DASYCORIXA,Y,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,DASYCORIXA,,,,FALSE
4/26/2021,4905,DODDSIA,,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,,,DODDSIA,,,,FALSE
